Subject	Session	Trial	Time	Trial_Start	Trial_End	Dots_Shown	Dots_Counted	Score	Dot_Width	Dot_Height	dl_x	dl_y
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	466	806
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	854	218
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1644	57
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	446	207
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	961	295
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	499	836
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	970	911
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1417	1002
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	830	135
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	375	818
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	693	701
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	390	534
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1528	334
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1606	711
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1144	484
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	371	18
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1088	309
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1379	536
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1121	36
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1309	265
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1039	625
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	456	353
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1581	191
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	408	611
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	889	472
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	181	699
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	516	320
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	512	623
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	667	546
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1369	40
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1673	681
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	978	152
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1661	152
jenna	1	0	1.0	1522699194.602047	1522699195.607515	34	37	0.9117647058823529	8	8	1621	221
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	56	427
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	1353	1012
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	805	38
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	617	1012
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	648	341
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	1552	1037
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	172	280
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	139	38
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	483	170
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	581	1043
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	1386	369
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	648	516
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	1538	190
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	964	465
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	1612	546
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	1567	207
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	666	556
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	855	27
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	793	733
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	211	243
jenna	1	1	1.0	1522699200.492434	1522699201.492639	38	42	0.8947368421052632	8	8	351	975
