pid	trial_id	TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePoint
1	240	2181.9	838.7418	407.4394	0	810.5493	408.049	0	824.6456	407.744
1	240	2198.5	856.202	401.1187	0	817.5501	410.4757	0	836.876	405.797
1	240	2215.1	851.0662	408.7742	0	817.6962	421.874	0	834.3812	415.324
1	240	2231.7	773.9056	370.1656	0	755.5142	382.5005	0	764.7099	376.333
1	240	2248.5	780.6455	379.3371	0	756.6513	396.6599	0	768.6484	387.998
1	240	2265.1	769.2577	367.8504	0	740.7091	384.8232	0	754.9834	376.336
1	240	2281.7	773.1563	387.0912	0	747.8455	381.4938	0	760.5009	384.292
1	240	2298.5	772.7746	391.3477	0	745.6606	374.1867	0	759.2176	382.767
1	240	2315.1	784.4782	380.4141	0	745.7419	391.1719	0	765.1101	385.79
1	240	2331.7	-1	-1	4	755.9542	389.8816	0	0.3937	0.324
1	240	2348.3	776.2936	382.5792	0	-1	-1	4	0.4043	0.318
1	240	2365.1	756.7758	370.9055	0	740.1469	398.8463	0	748.4613	384.875
1	240	2381.7	779.1904	390.0262	0	746.127	386.1355	0	762.6587	388.080
1	240	2398.3	786.5681	386.5215	0	744.6136	381.6013	0	765.5909	384.061
1	240	2414.9	782.0025	379.7936	0	737.7581	390.0949	0	759.8803	384.944
1	240	2431.6	785.2329	375.0495	0	740.0605	382.6933	0	762.6467	378.871
1	240	2448.3	760.4842	389.2028	0	744.094	398.3384	0	752.2891	393.770
1	240	2464.9	770.7531	386.0272	0	747.9244	387.0115	0	759.3388	386.519
1	240	2481.5	784.6431	389.5232	0	752.9113	360.1181	0	768.7772	374.820
1	241	0	976.1257	654.7593	0	942.0558	674.0284	0	959.0908	664.393
1	241	16.6	977.2316	678.7178	0	950.7206	656.7321	0	963.9761	667.724
1	241	33.2	986.7435	655.8201	0	940.6759	661.177	0	963.7097	658.498
1	241	49.9	967.8894	660.4451	0	943.7896	665.6538	0	955.8395	663.049
1	241	66.5	976.4295	660.4927	0	948.6991	658.342	0	962.5643	659.417
1	241	83.1	981.5228	667.0972	0	949.8092	672.3668	0	965.666	669.73
1	241	99.9	985.9654	672.1123	0	952.5736	678.3755	0	969.2695	675.243
1	241	116.5	985.9632	662.5791	0	956.843	653.5026	0	971.4031	658.040
1	241	133.1	975.1845	673.7978	0	954.8669	672.2791	0	965.0257	673.038
1	241	149.8	978.2087	672.4883	0	949.9151	669.6281	0	964.0619	671.058
1	241	166.5	982.6419	655.6326	0	953.6345	663.6664	0	968.1382	659.649
1	241	183.1	985.7205	669.3803	0	952.2562	671.1351	0	968.9883	670.257
1	241	199.7	986.76	666.5824	0	945.9192	656.7788	0	966.3396	661.680
1	241	216.3	890.1565	697.6672	0	868.1543	659.4156	0	879.1554	678.541
1	241	233.1	818.3519	694.9544	0	780.7081	701.9793	0	799.53	698.466
1	241	249.7	828.5881	708.2944	0	788.0848	690.341	0	808.3365	699.317
1	241	266.3	819.3892	712.9044	0	795.4749	698.0122	0	807.432	705.458
1	241	282.9	824.463	697.4406	0	790.2414	699.2379	0	807.3522	698.339
1	241	299.6	821.5714	713.4955	0	785.5044	686.624	0	803.5379	700.059
1	241	316.3	825.2992	707.5463	0	786.2843	693.7001	0	805.7918	700.623
1	241	332.9	823.8075	703.5681	0	792.2608	689.6731	0	808.0342	696.620
1	241	349.6	834.6652	719.8589	0	786.0305	703.9966	0	810.3479	711.927
1	241	366.2	823.0182	697.9054	0	780.4566	691.8413	0	801.7374	694.873
1	241	382.8	814.0915	721.321	0	788.8317	687.1182	0	801.4616	704.219
1	241	399.5	821.8428	694.9737	0	790.3155	696.4549	0	806.0792	695.714
1	241	416.2	830.6044	690.3349	0	788.3218	688.5065	0	809.4631	689.420
